pair,pears
0,0.827350928498
1,0.740330539515
2,0.839773663255
3,0.816772323168
4,0.803076691524
5,0.884988578959
6,0.660376439717
7,0.707846279512
8,0.550708509562
9,0.860728386913
10,0.47512763407
11,0.792671984222
12,0.715992492619
13,0.774568828145
14,0.635797142806
15,0.801189450163
16,0.71102525568
17,0.565038355671
18,0.678897649361
19,0.849851657324
20,0.88146238357
21,0.878801377712
22,0.6645331112
23,0.798361584727
24,0.908977206335
25,0.606852470567
26,0.713267910697
27,0.682078550913
28,0.840551743412
29,0.779810874299
30,0.72241607926
31,0.884933410965
32,0.823117230147
33,0.747744627087
34,0.84971385983
35,0.753820353498
36,0.814051588927
37,0.786280344633
38,0.867859501527
39,0.672952303986
40,0.804913347064
41,0.388169884655
42,0.566402390611
43,0.822208199065
44,0.775321979015
45,0.739340218196
46,0.652646236845
47,0.892777526876
48,0.730925501587
49,0.814913635422
50,0.842420958527
51,0.906538378243
52,0.808855148719
53,0.806394017367
54,0.589544989543
55,0.702225277686
56,0.797260589677
57,0.703119476918
58,0.825161680169
59,0.632528492238
60,0.697412895728
61,0.881845776994
62,0.857410881801
63,0.891684045973
64,0.802712943587
65,0.82113323486
66,0.632114756176
67,0.857858998649
68,0.614860560706
69,0.78071304186
70,0.78483075051
71,0.803532828037
72,0.684251516668
73,0.68076798715
74,0.876795769194
75,0.651732376761
76,0.808675590763
77,0.920228609063
78,0.68858584085
79,0.845616095901
80,0.598188599265
81,0.800023333454
82,0.817036412469
83,0.771266860349
84,0.823607042953
85,0.550648284268
86,0.849532509683
87,0.757690712489
88,0.765906726954
89,0.678455345463
91,0.739721654704
92,0.731287998702
94,0.87648660889
95,0.784441098673
96,0.804647613633
97,0.787129655132
98,0.808523036123
99,0.767193172812
100,0.807245190489
101,0.844065644622
102,0.665641242112
103,0.73279742971
104,0.777517484721
105,0.817111879564
106,0.793258159039
107,0.889813681569
108,0.665291062327
109,0.87707199651
110,0.705719105447
111,0.672354508739
112,0.686743726339
113,0.749178706249
114,0.809937514675
115,0.651979857158
116,0.85284466846
117,0.888084482356
118,0.844605226058
119,0.664979806948
120,0.748812725205
121,0.743368444449
122,0.743291590826
123,0.717280636076
124,0.78021700523
125,0.846822379142
126,0.647771100129
127,0.715960914972
128,0.673649757441
129,0.683600047853
130,0.863315736205
131,0.852378331559
132,0.557288267101
133,0.775425762613
134,0.73064119104
135,0.852344926781
136,0.845267867737
137,0.881811113024
138,0.777009983033
139,0.844293651164
140,0.836921989709
141,0.670612218921
142,0.792630849378
143,0.833064992725
144,0.733771087259
145,0.887917445938
146,0.777227305142
147,0.964860161759
148,0.82945563254
149,0.851071030192
150,0.829619152423
151,0.77093739889
152,0.90445783357
153,0.791843005201
154,0.708804746172
155,0.802147360874
156,0.883059720289
157,0.779538510395
158,0.880817236815
159,0.739156638043
160,0.716285719489
161,0.893562701256
162,0.772814986634
163,0.694704497414
164,0.783047825509
165,0.855955509104
166,0.775501404122
167,0.801148993375
168,0.713478744712
169,0.617113422509
170,0.763903459876
171,0.6549112534
172,0.742981474701
173,0.826874992072
174,0.765754586584
175,0.71782813168
176,0.616388377983
177,0.650536311179
178,0.802619331225
179,0.683280555553
180,0.654913461276
181,0.83977212362
182,0.746081016313
183,0.802571188766
184,0.766455287249
185,0.81989159175
186,0.771100265444
187,0.775461940786
188,0.757740896912
189,0.865650911806
190,0.777172617971
191,0.687744058979
192,0.558426683906
193,0.659451247841
194,0.779793222211
195,0.681736755057
196,0.905643235127
197,0.801602703256
198,0.591575570017
199,0.691483070518
200,0.814338276241
201,0.879414656935
202,0.851191062089
203,0.816131306369
204,0.737088327252
205,0.769854062333
206,0.693353986182
207,0.481934706608
208,0.89499802009
209,0.54564834704
210,0.805214332548
211,0.862486053544
212,0.819392903648
213,0.837566192401
214,0.725647668956
215,0.826655036495
216,0.834606523769
217,0.832636663294
218,0.671372051993
219,0.869007671976
220,0.711826064085
221,0.720591197648
222,0.770059971085
223,0.703789235735
224,0.650206580494
225,0.658988536697
226,0.909093337222
227,0.849260039373
228,0.713119613729
229,0.868389153854
230,0.674754902143
231,0.906268290377
232,0.890985654064
233,0.734406454763
234,0.786551221971
235,0.721025457327
236,0.853159361684
237,0.725537698173
238,0.845110954606
239,0.679070520933
240,0.59647633004
241,0.74105311756
242,0.715420881909
243,0.846390512157
244,1.0
245,0.867449426463
246,0.851055731627
247,0.823480410157
248,0.883714138031
249,0.75823032757
250,0.879038553004
251,0.617417528775
252,0.857987848516
253,0.658625093592
254,0.710013861896
255,0.745760116682
256,0.475934026348
257,0.687072531765
258,0.842424279429
259,0.745348007965
260,0.851006867005
261,0.790817458119
262,0.836532123285
263,0.835997176578
264,0.73620345041
265,0.620491955581
266,0.819172108009
267,0.806504698882
268,0.872443906664
269,0.599584269321
270,0.689058418413
271,0.768810953188
272,0.846388473197
273,0.769761667597
274,0.763659232045
275,0.764596859837
276,0.843739146369
277,0.851610006606
278,0.717341986731
279,0.725537723122
280,0.822734478637
281,0.830202296112
282,0.852559004126
283,0.808662266963
284,0.792236738481
285,0.578959420156
286,0.791384126661
287,0.749942008697
288,0.865457115818
289,0.788799777298
290,0.867809618749
291,0.763659734715
292,0.705196887308
293,0.730392878063
294,0.608726472814
295,0.752987800667
296,0.797735980143
297,0.574293105645
298,0.868558722938
299,0.553271040524
300,0.651881788568
301,0.854865597905
302,0.568343293684
303,0.39326607526
304,0.836469258004
305,0.434263197518
306,0.615412427437
307,0.8719199922
308,0.789475086727
309,0.765014922887
310,0.414371501677
311,0.863577192639
312,0.827915769278
313,0.7859061139
314,0.735834109033
315,0.571929712322
316,0.900662311071
317,0.611768758512
318,0.721678941381
319,0.780997593308
320,0.482363074178
321,0.770308724947
322,0.741377401571
323,0.775581272064
324,0.8449337528
325,0.795601306065
326,0.764473271235
327,0.76770073018
328,0.780713529524
329,0.872419398564
330,0.74820180028
331,0.489524596635
332,0.732566283613
333,0.822099588178
334,0.721036919833
335,0.813022290666
336,0.848382761704
338,0.79876270768
339,0.642613582262
340,0.794823837847
341,0.645705056591
342,0.666287099865
343,0.802914745722
344,0.81876353679
345,0.861025597726
346,0.85306042167
347,0.831458861607
348,0.856987284423
349,0.726011568011
350,0.694848026685
351,0.782993957551
352,0.762489088774
353,0.723672965494
354,0.527975500066
355,0.901115096231
356,0.821747019091
357,0.469782570132
358,0.818551525404
359,0.754432711345
360,0.76010854988
361,0.755488457308
362,0.724171412013
363,0.781844254753
364,0.749775049805
365,0.860264873139
366,0.569991539868
367,0.803974855044
368,0.770929805408
369,0.657555958396
370,0.690711046875
371,0.811580909522
372,0.803365308519
373,0.888544967608
374,0.821498272963
375,0.785381606701
376,0.790289352656
377,0.851238295983
378,0.839192686579
379,0.878878559057
380,0.824578674407
381,0.631314041216
382,0.835255632778
383,0.792884369744
384,0.909460060177
385,0.691930247611
386,0.862133266831
387,0.775832821529
388,0.708069968913
389,0.884432160062
390,0.708047287925
391,0.78753032707
392,0.721379511271
393,0.826953987193
394,0.726750018823
395,0.783269707327
396,0.886930701235
397,0.795282851335
398,0.409106562381
399,0.649189020271
400,0.55879455029
401,0.683397006364
402,0.746252511779
403,0.820345042281
404,0.898035117303
405,0.878138817131
406,0.848308363925
407,0.553499521179
408,0.790499151574
409,0.772171186018
410,0.748264792983
411,0.817333674254
412,0.925159409752
413,0.828936824494
414,0.776649746193
415,0.669864203318
416,0.754916160224
418,0.678472259781
419,0.830605770054
420,0.897077319382
421,0.856692424747
422,0.783881080122
423,0.716616028202
424,0.81058389187
425,0.672675057001
426,0.849985769423
427,0.501286637873
428,0.469040249638
429,0.814701335969
430,0.848540909836
431,0.77292278059
432,0.821876102376
433,0.758416703133
434,0.854419256351
435,0.739986726712
436,0.716001172051
437,0.71949034378
438,0.89414863061
439,0.786561264822
440,0.674935487191
441,0.773681311973
442,0.805237813929
443,0.808646667663
444,0.760124048286
445,0.881500860038
446,0.736184097419
447,0.799426836428
448,0.74641622985
449,0.861277070522
450,0.85067301492
451,0.814163682289
452,0.666200772306
453,0.781221951694
454,0.760199778081
455,0.784330750799
456,0.919444522236
457,0.91317636027
458,0.831866081686
459,0.780392900641
460,0.760817233426
461,0.869539133474
462,0.804650628259
463,0.85185567818
464,0.607196390431
465,0.798723681897
466,0.662445744681
467,0.786467694108
468,0.645232276384
469,0.750909562378
470,0.86694266436
471,0.775837637539
472,0.724232664452
473,0.807377722839
474,0.686698916427
475,0.789512412514
476,0.736006683683
477,0.509833540461
478,0.730709382674
479,0.824360056449
480,0.827414962437
481,0.769813557743
482,0.712866977666
483,0.744356754329
484,0.613185974561
485,0.634224438074
486,0.643225537055
487,0.670724921351
488,0.715488902134
489,0.718418615162
490,0.718418615162
491,0.790877200218
492,0.790877200218
493,0.875310175708
494,0.6210321703
495,0.859036093538
496,0.721822578714
497,0.773692395625
498,0.776242481122
499,0.843599288803
500,0.799717556009
501,0.772330952396
502,0.898284532559
503,0.686722842704
504,0.863391780947
505,0.794626210711
506,0.876244600767
507,0.850574776054
508,0.899110234595
509,0.743152125082
510,0.727748118209
511,0.678902858227
512,0.52765139505
513,0.793625984264
514,0.808709859751
515,0.725102799858
516,0.685033130104
517,0.782717418771
518,0.945382183069
519,0.64712016572
520,0.554505935552
521,0.857314363757
522,0.836237100673
523,0.789040359416
524,0.80747903307
525,0.844940842222
526,0.810667807643
527,0.757738665167
528,0.663072402109
529,0.75387345294
530,0.666263501864
531,0.906756567926
532,0.885951861971
533,0.6028810809
534,0.845774605283
535,0.594798282345
536,0.788179287962
537,0.575557647859
538,0.701383793821
539,0.825685811683
540,0.773280469611
541,0.83228668043
542,0.800195728961
543,0.641445033173
544,0.850082449912
545,0.845509664596
546,0.83626416182
547,0.9454799395
548,0.626592109601
549,0.779154494294
550,0.770025025007
551,0.757859284778
552,0.627704022274
553,0.861108909016
554,0.805271443858
555,0.742632213589
556,0.819268873845
557,0.89631674161
558,0.589111354929
559,0.706600685982
560,0.728603515792
561,0.8232026306
562,0.674064782892
563,0.80353549476
564,0.894238612335
565,0.877432572345
566,0.67726904602
567,0.726072901379
568,0.8146968584
569,0.790006753132
570,0.826793834589
571,0.807043288901
572,0.756600602105
573,0.655483639525
574,0.750577216493
575,0.754824017366
576,0.637385111782
577,0.719451517905
578,0.72731067184
579,0.701700351031
580,0.734756729454
581,0.879747718381
582,0.809975349472
583,0.713244431062
584,0.774499703913
585,0.850664834294
586,0.519270275389
587,0.534441375523
588,0.868358738319
589,0.83721532033
590,0.777352889408
591,0.61953238657
592,0.795806951704
593,0.761341157417
594,0.841037618966
595,0.766804973787
596,0.86169223541
597,0.836819684785
598,0.718206406334
599,0.814994476643
600,0.687801409375
601,0.732482941165
602,0.679441515483
603,0.821493876455
604,0.438899789098
605,0.758824731794
606,0.837396006625
607,0.716584701774
608,0.800100034986
609,0.859245823954
610,0.716646809974
611,0.869101686689
612,0.990276047558
613,0.815690369339
614,0.756625397003
615,0.848047568983
616,0.510112785336
617,0.853963132637
618,0.794579414822
619,0.87031611954
620,0.798660273152
621,0.732753560446
622,0.878699266303
623,0.810253823281
624,0.731934052628
625,0.267846782633
626,0.865650482974
627,0.784638599119
628,0.834249323055
629,0.927831577696
630,0.720785946046
631,0.865220419756
632,0.543226787626
633,0.906211851536
634,0.669145911618
635,0.774335358064
636,0.811220684157
637,0.913051535751
638,0.887438069448
639,0.804576362554
640,0.798930793817
641,0.449326463207
642,0.842502814069
643,0.561350871481
644,0.916820282577
645,0.549125200883
646,0.7805285874
647,0.825844821857
648,0.780422662338
649,0.573760973838
650,0.630471771139
651,0.643251349088
652,0.847506266161
653,0.635380499031
654,0.614063006123
655,0.733276465235
656,0.794172773852
657,0.673198667856
658,0.668634142019
659,0.715242027403
660,0.813229087948
661,0.714900971942
662,0.854410594327
663,0.927767341895
664,0.939269783071
665,0.714233278219
666,0.857727200055
667,0.94182596695
668,0.915791874995
669,0.62438316098
670,0.97868406306
671,0.837659268312
672,0.836555004953
673,0.813683132285
674,0.805939438587
675,0.75769099201
676,0.734065117385
677,0.80181770812
678,0.666414158427
679,0.836267640899
680,0.574902006224
681,0.834083402874
682,0.802606033508
683,0.685402129458
684,0.669404570211
685,0.89400324963
686,0.621868906915
687,0.826972393318
688,0.740751927437
689,0.823543486928
690,0.635966467526
691,0.858300839067
692,0.90643060084
693,0.696920374652
694,0.844430930991
695,0.844430930991
696,0.847790425236
697,0.847790425236
698,0.852466773905
699,0.614974520978
700,0.680717405049
701,0.631515274135
702,0.839138732424
703,0.790101291754
704,0.494110506562
705,0.867849623727
706,0.574721089249
707,0.872067129223
708,0.809492782872
709,0.716481082368
710,0.693399952032
711,0.766724895737
712,0.873301870394
713,0.606830012121
714,0.848400000834
715,0.642942109587
716,0.824257490769
717,0.684301985862
718,0.850646221087
719,0.861085753565
720,0.752429586443
721,0.784703671073
722,0.778471268737
723,0.898340581151
724,0.7632803201
725,0.817383099977
726,0.665932857027
727,0.839229884694
728,0.733660878036
729,0.615323286622
730,0.733018302522
731,0.693775464832
732,0.675640611064
733,0.919109608626
734,0.776924443358
735,0.856459178591
736,0.935101046884
737,0.804557833932
738,0.701599718067
739,0.661544676248
740,0.861669319112
741,0.882521546246
742,0.849550069092
743,0.835770333227
744,0.68107340168
745,0.849218164932
746,0.743225426184
747,0.7484967365
748,0.776398184089
749,0.756887763782
750,0.89422262815
751,0.701408149697
752,0.760958180134
753,0.776770650441
754,0.835759719785
755,0.819717593647
756,0.759880677812
757,0.846097769043
758,0.925801550292
759,0.693749680876
760,0.740896063475
761,0.842962701241
762,0.713113000269
763,0.899255488601
764,0.731030131669
765,0.590844021895
766,0.631840734698
767,0.815833433522
768,0.756847976156
769,0.844545762489
770,0.828654843418
771,0.697186114298
772,0.806172088331
773,0.802522996454
0,0.805614827678
1,0.774935750551
2,0.829416134552
3,0.840874965183
4,0.832354157211
5,0.76594829383
6,0.85183812525
7,0.84756318166
8,0.825794975708
9,0.876462282645
10,0.789111814534
11,0.692757110623
12,0.852074422532
13,0.865680493261
14,0.722202052252
15,0.862766675398
16,0.79918303348
17,0.724720561609
18,0.795481786918
19,0.595758779312
20,0.63881371747
21,0.811412558605
22,0.896609289835
23,0.823707666671
24,0.817824855274
25,0.715577090813
26,0.712499908239
27,0.826861562506
28,0.749919976489
29,0.78225055115
30,0.83089224075
31,0.712410429705
32,0.913715016902
33,0.716421211438
34,0.919927597306
35,0.890595891151
36,0.644940003019
37,0.909160992913
38,0.678591422011
39,0.578991053744
40,0.825172074111
41,0.596685880786
42,0.658426093262
43,0.693142639659
44,0.824459386174
45,0.778716987421
46,0.744117274062
47,0.799902960167
48,0.782641122337
49,0.767306921171
50,0.804680538873
51,0.793190986378
52,0.696384982684
53,0.858417696078
54,0.840010987136
55,0.747412854063
56,0.703631856745
57,0.746552089165
58,0.882597868001
59,0.588783378916
60,0.717644646811
61,0.679921455723
62,0.763146106955
63,0.746188409848
64,0.677580049825
65,0.673285613025
66,0.681611824618
67,0.876323774184
68,0.681951454566
69,0.667585392396
70,0.765058739363
71,0.860018992811
72,0.701717554162
73,0.681264363022
74,0.860751525063
75,1.0
76,0.416644831959
77,0.84296834401
78,0.668044863824
79,0.781638318719
80,0.862240809417
81,0.775038370785
82,0.84869889321
83,0.784589863356
84,0.840768117479
85,0.610401914823
86,0.81176150041
87,0.821001421237
88,0.709635475415
89,0.764404189655
91,0.70843744436
92,0.867933403994
94,0.804848547823
95,0.84144786282
96,0.736228658724
97,0.836149513569
98,0.874350409416
99,0.821019203571
100,0.610248756112
101,0.649217150803
102,0.700862661712
103,0.56799972916
104,0.842771802454
105,0.792500514333
106,0.857540808286
107,0.7071558897
108,0.764806769438
109,0.728437267649
110,0.746255414454
111,0.819333784063
112,0.847292029105
113,0.868869692283
114,0.748759462221
115,0.693971807798
116,0.810139023409
117,0.872391352538
118,0.529311687275
119,0.809922336292
120,0.655712286642
121,0.843184934009
122,0.797554181418
123,0.744990739891
124,0.475389878473
125,0.696241049223
126,0.830122017599
127,0.798891208834
128,0.689088456274
129,0.675631433195
130,0.745910468134
131,0.726264570077
132,0.86809889063
133,0.762191783102
134,0.841633035599
135,0.888040533372
136,0.612559993071
137,0.745385721275
138,0.675130393822
139,0.798341962257
140,0.773041473763
141,0.665800441188
142,0.627291183384
143,0.775383811456
144,0.752359398106
145,0.828669224721
146,0.831263910302
147,0.746670157109
148,0.717632901932
149,0.786834440966
150,0.818729115355
151,0.734928461908
152,0.633685478667
153,0.804155084588
154,0.708727200599
155,0.805838053494
156,0.847997276548
157,0.783551583333
158,0.655119614529
159,0.895247582489
160,0.853285875734
161,0.850629346214
162,0.690991451223
163,0.86882765422
164,0.737483484765
165,0.778179341737
166,0.70130069132
167,0.868982992326
168,0.811103107521
169,0.824532966468
170,0.775765255948
171,0.626780841185
172,0.805648178407
173,0.869160752973
174,0.87486891756
175,0.769951348266
176,0.684002642084
177,0.676459208855
178,0.894853589908
179,0.689967834591
180,0.778980066989
181,0.850148154688
182,0.743064208272
183,0.695384384825
184,0.807278876974
185,0.921278850605
186,0.850900188489
187,0.824389620707
188,0.739218956512
189,0.675237398517
190,0.809950403432
191,0.725660121764
192,0.482420490339
193,0.529014347505
194,0.835632109051
195,0.778782462577
196,0.824664578165
197,0.839316822354
198,0.72970481195
199,0.71518190348
200,0.755710863962
201,0.646255193653
202,0.831410695034
203,0.79324539568
204,0.862252956641
205,0.689476710753
206,0.857390356089
207,0.808050610092
208,0.762997167202
209,0.834705759765
210,0.84555070664
211,0.777528899748
212,0.848019929127
213,0.847002975364
214,0.808669425052
215,0.773505218808
216,0.77861395683
217,0.838354477967
218,0.823208387994
219,0.701299556115
220,0.822144830751
221,0.900443665542
222,0.799719069083
223,0.847109010868
224,0.855335842552
225,0.945504522842
226,0.752212871317
227,0.762475138933
228,0.765979986162
229,0.747064378455
230,0.819139708693
231,0.798503163741
232,0.724437574245
233,0.873016482906
234,0.779071270344
235,0.799102252689
236,0.864028847601
237,0.680270732065
238,0.759544661881
239,0.851822652494
240,0.772617515047
241,0.702930254185
242,0.714634897467
243,0.547965116279
244,0.724037577083
245,0.876140733762
246,0.752169347633
247,0.646534892086
248,0.708865955744
249,0.471399055549
250,0.647660177586
251,0.56030712603
252,0.717400841507
253,0.914244747094
254,0.80871889416
255,0.864831534363
256,0.767340185766
257,0.581499410415
258,0.844363505975
259,0.792217350585
260,0.802430789364
261,0.788616709543
262,0.808771658444
263,0.766909717725
264,0.870453854692
265,0.885461564211
266,0.617471369987
267,0.787048669594
268,0.733270032647
269,0.670806839219
270,0.671708596115
271,0.810854479508
272,0.784880438085
273,0.851448487333
274,0.742174212495
275,0.884132918292
276,0.701044007691
277,0.857094027497
278,0.679501083802
279,0.834509086225
280,0.516188419804
281,0.792471806696
282,0.756648601093
283,0.833451762075
284,0.858162037538
285,0.783971285127
286,0.794593330029
287,0.88073936947
288,0.804038543352
289,0.781418478062
290,0.747949457273
291,0.676753113183
292,0.646152611102
293,0.731536312234
294,0.860072100024
295,0.648578081128
296,0.912800120548
297,0.693117956384
298,0.691195534626
299,0.450522368156
300,0.775843841195
301,0.920462028013
302,0.733279688862
303,0.801998501075
304,0.906694945384
305,0.80904193333
306,0.763001115432
307,0.652604756347
308,0.822892915058
309,0.853271809432
310,0.836721200369
311,0.588989758081
312,0.814939967815
313,0.817547420962
314,0.797005222642
315,0.804671685335
316,0.846956850376
317,0.750226719653
318,0.749784637469
319,0.885676018625
320,0.603755090234
321,0.751857144149
322,0.81597017883
323,0.773755162142
324,0.761663002495
325,0.692073559753
326,0.483142390054
327,0.79423246131
328,0.734968949294
329,0.732149631429
330,0.801238935495
331,0.650895822248
332,0.662352027992
333,0.671439218839
334,0.598592507319
335,0.83793060579
336,0.654748633439
338,0.681248423852
339,0.698110139149
340,0.684714130027
341,0.748612259609
342,0.852743271511
343,0.783985398095
344,0.810971649354
345,0.722878554778
346,0.813610120689
347,0.69130393542
348,0.727699150233
349,0.737502535713
350,0.768837321023
351,0.730661148111
352,0.838950085999
353,0.808089955696
354,0.718230136448
355,0.825835105448
356,0.796679481819
357,0.839132321237
358,0.673303033215
359,0.811946287893
360,0.466768636131
361,0.760572551579
362,0.811586614682
363,0.796508913765
364,0.72444924741
365,0.848585843223
366,0.680373665293
367,0.800147813033
368,0.802618997834
369,0.869381086242
370,0.75153295545
371,0.738665403036
372,0.85375580177
373,0.716610963287
374,0.794248242491
375,0.832528631944
376,0.734205703078
377,0.877406077236
378,0.828620329103
379,0.720247748187
380,0.838305163778
381,0.742370913861
382,0.83348876462
383,0.719804590699
384,0.657840524109
385,0.702173664163
386,0.854669032625
387,0.638152985685
388,0.767469070548
389,0.636045409898
390,0.764625602204
391,0.788418122069
392,0.734581637292
393,0.686493725546
394,0.786054665336
395,0.784647653
396,0.887631337281
397,0.814045990056
398,0.636523949664
399,0.836891359779
400,0.737879981678
401,0.68873329111
402,0.934825372589
403,0.75693588475
404,0.849171560991
405,0.841884760129
406,0.853279491353
407,0.628434874254
408,0.776888834411
409,0.711125734339
410,0.688478104837
411,0.692868773713
412,0.764866160132
413,0.828694520751
414,0.709785533217
415,0.51395616875
416,0.749228835496
418,0.764865093236
419,0.817336056439
420,0.847422150935
421,0.766452297926
422,0.611477988865
423,0.505000645999
424,0.906912662817
425,0.684738116374
426,0.641240808733
427,0.723696934707
428,0.848113689423
429,0.807122395904
430,0.753496522451
431,0.445232461598
432,0.708620409126
433,0.839235255625
434,0.848769056676
435,0.845687286724
436,0.755936105174
437,0.812126951246
438,0.744821257233
439,0.772871001774
440,0.5212914009
441,0.731179774452
442,0.705750633257
443,0.739227313814
444,0.896613911658
445,0.690739970154
446,0.806679276223
447,0.850219633247
448,0.681250360846
449,0.712875058542
450,0.735864109353
451,0.671294381882
452,0.691497267441
453,0.723152308232
454,0.813893637127
455,0.821116846002
456,0.822817671728
457,0.834487811897
458,0.715847560966
459,0.797609180229
460,0.723785310961
461,0.86360084087
462,0.800406389909
463,0.756578572874
464,0.759900769546
465,0.656051064535
466,0.652659924702
467,0.748766524642
468,0.810916014481
469,0.81249095288
470,0.902925098295
471,0.76533475328
472,0.736003041772
473,0.794606203243
474,0.808370035423
475,0.788820410602
476,0.870016912298
477,0.834310923896
478,0.721470083814
479,0.700345043946
480,0.756712406366
481,0.863594443691
482,0.707115832877
483,0.797492736932
484,0.82718485587
485,0.826559405255
486,0.756224050678
487,0.865103915299
488,0.844069566884
489,0.757382994351
490,0.705618503931
491,0.757382994351
492,0.705618503931
493,0.925003780645
494,0.849969030544
495,0.74814654531
496,0.773997365937
497,0.501513495816
498,0.900351999846
499,0.926585124456
500,0.691747882043
501,0.712156681324
502,0.871672500058
503,0.779461038608
504,0.87776210087
505,0.824310601472
506,0.669269419416
507,0.727132602809
508,0.658129865148
509,0.603134809625
510,0.541751336206
511,0.869196111401
512,0.689174917063
513,0.85201399401
514,0.873920721283
515,0.716232874717
516,0.752146913806
517,0.715301413943
518,0.840856310464
519,0.676829411064
520,0.460338970348
521,0.79070012008
522,0.819289714951
523,0.741795573051
524,-0.039862050259
525,0.730941560667
526,0.779407711425
527,0.639081430697
528,0.893256675759
529,0.742439272882
530,0.874267494436
531,0.831072140791
532,0.819928057242
533,0.318329131102
534,0.636117480472
535,0.786681472645
536,0.884954926458
537,0.614049061599
538,0.883029380773
539,0.787314887838
540,0.798081290153
541,0.835300727529
542,0.76860476391
543,0.878679643741
544,0.890902947387
545,0.762300513261
546,0.281453618294
547,0.744573847095
548,0.596493981638
549,0.832550852461
550,0.762529267124
551,0.807341953053
552,0.514613133772
553,0.780884894115
554,0.848051248864
555,0.843149671415
556,0.775121839355
557,0.860271383566
558,0.779372515157
559,0.703030945905
560,0.644291631277
561,0.734365935932
562,0.801745760737
563,0.731592602637
564,0.893293781565
565,0.829208057113
566,0.822896761586
567,0.69265372124
568,0.866775685859
569,0.821184612546
570,0.655859223995
571,0.849162721546
572,0.780413493691
573,0.834167450481
574,0.78867699414
575,0.805312520543
576,0.83365217396
577,0.839167928202
578,0.784009320398
579,0.786657012044
580,0.850173603532
581,0.703773088152
582,0.836625361046
583,0.841609418377
584,0.676814383425
585,0.785172880765
586,0.449117963371
587,0.628309488126
588,0.79439884812
589,0.705017849604
590,0.670748285358
591,0.750064932254
592,0.891173545562
593,0.85195028365
594,0.829639851502
595,0.835863336974
596,0.811219086687
597,0.741948585517
598,0.820616395369
599,0.663948735645
600,0.614748525457
601,0.803759837183
602,0.856960807812
603,0.764663373326
604,0.704946795487
605,0.783769058169
606,0.860480623437
607,0.634875741902
608,0.624408341535
609,0.767571183641
610,0.716152741451
611,0.755467613385
612,0.97049287106
613,0.794132502326
614,0.791977360823
615,0.863956326203
616,0.390649506438
617,0.854200316439
618,0.781051691866
619,0.503661389237
620,0.762492173198
621,0.790695371915
622,0.884726266773
623,0.890968642864
624,0.71174807348
625,0.669353879862
626,0.91714396434
627,0.849343469065
628,0.527586972857
629,0.870432215959
630,0.833397897855
631,0.895972511277
632,0.766291842664
633,0.941054756199
634,0.785794967124
635,0.817118224036
636,0.794316065943
637,0.866522032697
638,0.785567585205
639,0.803191787744
640,0.520459801032
641,0.893739863295
642,0.877572966549
643,0.881037172316
644,0.826494793859
645,0.818539489049
646,0.788605144825
647,0.845681688411
648,0.803833172985
649,0.438029859431
650,0.746704716298
651,0.832544947794
652,0.768456219581
653,0.750714426356
654,0.701991942414
655,0.901723565939
656,0.829422756563
657,0.689071811029
658,0.852031192395
659,0.785777198678
660,0.771105807242
661,0.75971648261
662,0.903566684851
663,0.901071582914
664,0.776986675099
665,0.56183895588
666,0.842417084399
667,0.62462207388
668,0.614384424428
669,0.860447336026
670,0.954824028328
671,0.756995894317
672,0.648551994919
673,0.756904662227
674,0.835458817071
675,0.837241298227
676,0.459932226048
677,0.731699589037
678,0.791640996285
679,0.790143714128
680,0.663066112657
681,0.7314447914
682,0.782868161415
683,0.759630394459
684,0.8689503657
685,0.726981659565
686,0.82754654129
687,0.804013569434
688,0.777250080974
689,0.881506661294
690,0.85502776865
691,0.743626535788
692,0.849050079053
693,0.645305338099
694,0.818670714142
695,0.807791577887
696,0.818670714142
697,0.807791577887
698,0.768706114786
699,0.893509503126
700,0.62511292857
701,0.787858762126
702,0.86079051666
703,0.647377898322
704,0.695046477122
705,0.850792086073
706,0.933282217963
707,0.74641546248
708,0.742592590488
709,0.771158906405
710,0.734345799343
711,0.74204091319
712,0.884051671761
713,0.669971355887
714,0.834430992014
715,0.785973540539
716,0.786440707671
717,0.712282964091
718,0.888272538904
719,0.788811680528
720,0.86039357438
721,0.89397050721
722,0.586591266483
723,0.861298909489
724,0.822110480519
725,0.798084199012
726,0.79426333224
727,0.785988227704
728,0.757045434968
729,0.528264527362
730,0.847471179199
731,0.852923992093
732,0.778076371746
733,0.803285766966
734,0.851749652003
735,0.814735890519
736,0.681549632898
737,0.764002931375
738,0.861196870956
739,0.76322977633
740,0.815205736971
741,0.869026016363
742,0.87697945818
743,0.863585493406
744,0.672111897326
745,0.922959139193
746,0.71808904149
747,0.581649742812
748,0.758654584815
749,0.666782882418
750,0.789500350526
751,0.66617269381
752,0.743445134446
753,0.57065404025
754,0.850453646285
755,0.649232211555
756,0.758986195338
757,0.675846998928
758,0.782180368387
759,0.790860326663
760,0.858557258956
761,0.800223530202
762,0.755485196982
763,0.861717154488
764,0.787015019839
765,0.760454935976
766,0.657264594767
767,0.8512975518
768,0.646199475571
769,0.738124758103
770,0.704063950783
771,0.816076953854
772,0.760388904115
773,0.82738426261
