0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
460.690148832,78.5433077827,-3.21340730853,-6.08423951842,-3.30383112375,6.74111379475,-3.5026549939,-4.41885954368,-2.97351255701,2.49357359587,1.81821640559,1.60098865436,-1.61305964462,-0.474924917519,-0.479826461745,-1.78696937925,-0.497668019996,0.259482752058,-0.957064866166,-0.759538791738,0.385524909825,0.212196371477,-0.469243298813,0.22445396821,0.663344045233,-0.0608643945299,0.366928793167,-0.303728738342,9.99106353206e-12
460.625924401,78.5079571448,-2.90153212314,-5.84610310506,-3.14305424894,6.8087392814,-3.01932274183,-4.80923913507,-2.9230851692,2.5143175475,2.6913151106,0.819903694631,-1.43011313229,-0.577277935393,-0.412981575079,-1.78440516674,-0.497104020339,0.274016206265,-0.9509609732,-0.748827758539,0.393041121505,0.215746817383,-0.469081131673,0.224787780846,0.663608090302,-0.0604180312889,0.366955913598,-0.303474310565,9.99428317883e-12
460.721647891,78.609897609,-3.26866062305,-6.0168061483,-3.4907883193,5.84142021494,-3.43909323709,-4.87777818322,-2.83516230883,2.04198754649,2.37714377714,1.16616662943,-1.25844779691,-0.599858664624,-0.72837811072,-1.79180974458,-0.496201708525,0.270349453495,-0.953435024091,-0.752451039311,0.390680183445,0.213403292551,-0.466704195773,0.225874350953,0.663514148244,-0.0592941460573,0.368280725682,-0.304675878808,1.01152974885e-11
460.153265775,78.7607197767,-2.81267614507,-6.41333409468,-3.39717439597,6.32715769058,-3.23135523675,-5.06615131064,-2.816732205,2.18486672797,2.32754212088,1.45175576357,-1.74473035526,-0.578882748222,0.0614670426487,-1.78101283906,-0.494317441837,0.267937141923,-0.953565151964,-0.75051977465,0.388450456505,0.214344743712,-0.467532463155,0.224197856163,0.663465383269,-0.0607909905822,0.365657625401,-0.302588492613,9.92550486245e-12
460.734421685,78.6153996505,-3.20273567962,-6.04357573621,-3.34128548694,6.53643038091,-3.33258313949,-5.34596286137,-2.64293159922,2.2535684898,1.89083516561,0.863815496,-1.78763618366,0.077975015053,-0.398318309835,-1.78502699454,-0.49524399299,0.286803372579,-0.953223128403,-0.767373655282,0.378295436187,0.218430161206,-0.470653095688,0.226098425256,0.662992238703,-0.0609613999339,0.367252133922,-0.302725218681,9.98356952664e-12
460.68676692,78.5589388268,-3.26045205383,-6.03369677818,-3.45732420278,6.56272469629,-3.42187619826,-5.13925930538,-2.67604159204,2.34036400072,1.88870317207,0.860628735387,-1.77792465711,-1.30163493289,-0.284529230393,-1.78568138933,-0.498447232629,0.263426964226,-0.953151357408,-0.74749867673,0.394348256392,0.213132876319,-0.46879672198,0.224058240104,0.663549904145,-0.0606330108214,0.367613267635,-0.302954710596,1.00047192753e-11
460.372361562,78.2158130368,-3.61786301483,-6.05492222219,-3.21933337277,6.63068435456,-3.43771201301,-5.38651729334,-3.4360820093,2.21038752849,2.3013685483,1.29292423091,-1.5217011157,-0.585139818374,-0.324659661976,-1.79469370987,-0.497973380068,0.270802974876,-0.959279995505,-0.752666884293,0.393159797618,0.217383765183,-0.468906830212,0.224931786925,0.663575829438,-0.0603874346441,0.36671277727,-0.303682341462,1.00092711897e-11
460.446381825,78.3206302859,-3.6781861008,-6.25117938434,-2.85078633805,6.49739815312,-3.06607372416,-4.91633543658,-2.24226839685,2.23246099787,2.29093302475,1.31957402971,-1.53994600193,-0.607981729338,-0.355320014243,-1.78698295673,-0.498579457701,0.268336125094,-0.945363068871,-0.753015331144,0.388252315743,0.212644658116,-0.469436698435,0.22361149567,0.663378594837,-0.0606295281676,0.367021555655,-0.303524487375,9.96985827229e-12
460.477034969,79.0444165642,-3.31229052153,-5.91528962463,-3.15334797222,6.6212027964,-3.39878162634,-5.2757590591,-2.71148056556,2.52033403717,2.01400251677,1.29831528102,-0.853611673599,-0.606984829956,-0.180879298037,-1.78595526428,-0.497163154154,0.267968040603,-0.953131034222,-0.753198822361,0.390836535308,0.214684697499,-0.469323778331,0.224478777073,0.663136580086,-0.0624988114911,0.368225902572,-0.305056493816,1.00904840039e-11
460.572708168,78.4665517729,-3.32458552165,-5.99095652311,-3.77209566712,6.88062664893,-3.82432617056,-5.10510851187,-2.39780616669,2.28069418221,2.64008271974,1.37533789468,-1.49433170134,-0.515951584205,-0.315533528363,-1.7874947224,-0.49664121217,0.269479984545,-0.953203651834,-0.752073633781,0.390228094019,0.214320348881,-0.469074970009,0.224602071441,0.663482418754,-0.0606128186482,0.366958347284,-0.303560124331,1.00087715893e-11
460.459180548,79.0464247262,-3.40250315829,-6.08389691624,-3.32649506835,6.57908691849,-3.19341398592,-5.29366759795,-2.78989807627,2.64162084314,2.42335971861,1.46247369205,-1.90203886893,-0.667304771079,-0.936257992196,-1.78014040474,-0.496958641179,0.268536616518,-0.952658341743,-0.75418287761,0.391240871861,0.215003822669,-0.469256325678,0.224981438535,0.663595451124,-0.0604373189095,0.366963646384,-0.303605137834,9.99628158027e-12
460.578575221,78.4679316013,-2.78783691702,-5.8826690326,-3.07163614553,6.81348860652,-3.31227622842,-5.32448628973,-2.66444939496,1.78447284015,2.08970550997,1.5389294927,-1.45748849496,-0.725280868975,-0.765401969327,-1.77865106599,-0.499012911382,0.268473432035,-0.95361324475,-0.753479457209,0.390611540541,0.213664720648,-0.470116517186,0.222764287314,0.663755740146,-0.0592634017244,0.368133327238,-0.304564613322,1.00586206031e-11
460.649613974,78.5069615661,-3.07632843037,-6.91427525495,-3.23198366351,6.73203186043,-3.53952178161,-5.17395454761,-2.7981409319,2.42742457575,2.23459566605,1.05329263882,-1.26033700464,-0.625612641916,-0.717916767875,-1.79132709618,-0.496798148933,0.269510262073,-0.95340856118,-0.751147453185,0.388603189114,0.215938693789,-0.47029869008,0.225446851152,0.663300175129,-0.0605280206028,0.368528472982,-0.304665421629,1.01075259273e-11
460.488446658,78.3573181764,-2.93645167742,-5.93409341092,-2.80553150798,6.24536190374,-3.91422842662,-5.22611831101,-2.66478838058,2.74439019982,2.29628443365,1.28048655408,-1.66186144668,-0.605700835537,-0.445646218422,-1.78633640008,-0.497997513161,0.269788503762,-0.953664969802,-0.752644885918,0.390827233659,0.21244652892,-0.470590945671,0.226740283361,0.663272819644,-0.0614821147342,0.366977630586,-0.303425434519,9.99467175689e-12
460.532095698,79.0791130879,-3.36389308554,-6.14749020877,-2.84307475372,6.71319231724,-3.83242721882,-4.86227009537,-2.86844605257,1.88120593325,2.40819192024,0.990288456156,-1.71804367129,-0.604014052124,-0.392053703234,-1.79800021341,-0.493134240274,0.271129410832,-0.952847871768,-0.752183682695,0.391464666245,0.214288409075,-0.470788409401,0.225082451297,0.663613066857,-0.0585935195655,0.367004203755,-0.303037877082,1.00032759853e-11
460.756318831,78.6265609407,-3.22112576974,-6.14017731576,-3.18883412768,6.5523459636,-3.41560136831,-5.12390904719,-2.79141322457,2.29992445323,2.30243106461,1.2946183294,-1.55382896799,-0.610436136683,-0.361230663325,-0.819690397604,-0.654008309491,0.111784441274,-0.905433221936,-0.844943492478,0.407812356742,0.262567203054,-0.470946888637,0.26465770464,0.677525850754,-0.0431423355569,0.372634783157,-0.304892120139,1.07645559133e-11
460.756581015,78.625272442,-3.21451240927,-6.13475837836,-3.19109196362,6.55520595888,-3.40620941848,-5.12843851144,-2.7868634541,2.30503833054,2.2982441244,1.30258232468,-1.55628221744,-0.612813160989,-0.363884728697,-1.64906071454,0.0865353541874,0.271855443835,-0.941768987707,-0.507190993637,0.109066041048,-0.121993389251,-0.476479974594,0.25167000495,0.870630615266,-0.156133691554,0.40797591827,-0.28482944906,-0.577350269182
460.756244795,78.6270276867,-3.2110894518,-6.13476005367,-3.19396744386,6.55492360163,-3.4082973261,-5.13008591489,-2.79211016276,2.30493442075,2.29900752304,1.30343054798,-1.55718266673,-0.613058860696,-0.362429471308,-1.81356672623,-0.533014642762,0.184944728143,-0.232888739311,-0.757083803687,0.161629965126,-0.0372009678556,-0.48870750526,0.114799254139,0.0821250116409,0.0105980420939,0.339585446537,-0.296462685235,1.66059943574e-11
460.756343457,78.6270275169,-3.21421404902,-6.13736307227,-3.19328410361,6.55492329312,-3.40964728107,-5.12017568846,-2.78643117226,2.30627655923,2.2893628935,1.31140286787,-1.55799216564,-0.611793491801,-0.363461617712,-1.6536124662,-0.468175501003,0.946085515213,-0.66923326386,-0.237901763523,0.768528286364,0.398263883448,-0.468593489913,0.246525894722,0.674099300652,-0.0488941365534,0.370083933827,-0.294742204596,9.72649738529e-12
460.75637308,78.6271922224,-3.21229469727,-6.13544934609,-3.19248519572,6.55164526544,-3.40596488063,-5.12636208915,-2.78479315971,2.30398397811,2.29940943594,1.30279213422,-1.55600875205,-0.612926111971,-0.364053728505,-1.76802176747,-0.460686937279,0.206455380979,-0.975963272692,-0.674871927922,0.328017979058,0.436229845355,-1.11684152921,-0.152612354127,0.638462914426,-0.429784693703,-0.0104122832983,0.00251820996078,-2.06612504883e-11
460.756338671,78.6275783827,-3.21138619394,-6.13456625688,-3.19294417263,6.55368313658,-3.4037088026,-5.13302291739,-2.78165336267,2.30325384068,2.29214381751,1.29540796189,-1.56183908645,-0.588809630334,-0.364922288756,-1.85214246216,-0.571922504028,-0.378509522835,-0.92113494284,-0.196149145763,0.863074170605,0.0817730599194,-0.414348579266,0.163882972059,0.677407986374,-0.0676727186296,0.448735580575,-0.234855330192,1.4128198611e-11
460.756329468,78.6272297277,-3.21201420305,-6.13564082427,-3.19195916072,6.55415242365,-3.40547748456,-5.12806751599,-2.78405521547,2.30473023738,2.29749070205,1.30168279176,-1.5581521826,-0.610355556224,-0.362644160615,-1.78970051342,-0.477566846026,0.193990111195,-0.936114729482,-0.657423490829,0.406447908331,0.191935369902,-0.538892077006,0.295659654226,0.72229410579,0.0589382004816,-0.28187154603,-1.03516963277,-1.91006099826e-11
460.756097942,78.6287768612,-3.21296901866,-6.13499061188,-3.19098969778,6.55460936368,-3.4059447051,-5.12777489345,-2.78438732189,2.30582232643,2.29816215435,1.30330720847,-1.55562438515,-0.612465305754,-0.363261712071,-1.79054973419,-0.806394160642,0.310809301298,-1.09390970426,-0.414099220879,-0.00980912498102,0.144775096625,-0.367962497085,0.286570175122,0.75861327867,0.467815346007,0.0169013401267,0.118754091059,-1.14909193272e-11
460.756446033,78.6264581472,-3.2109137987,-6.13468911023,-3.19089966171,6.55539789037,-3.40555018913,-5.12798625456,-2.78411040304,2.30318400765,2.29813560887,1.30384002965,-1.55661311583,-0.61372030315,-0.364057737816,-1.83132707226,-0.316818530193,0.102020986677,-0.760289432251,-0.777977231175,0.367676566786,0.595184067093,-0.185442429477,0.850121821428,0.612557889895,-0.38623678667,0.048746511193,-0.033923507576,-2.77683431804e-12
460.756343332,78.6267305055,-3.21171951299,-6.13863765377,-3.19148563575,6.55506920831,-3.40626287672,-5.12752573606,-2.78451377241,2.30537534638,2.2982722633,1.30232828842,-1.5554604616,-0.612849019613,-0.363083202414,-1.75207057097,-0.380640521885,0.395588976817,-0.954331879987,-1.09490778207,0.828460470481,-0.213561097447,-0.132302557528,-0.0340436668629,0.70924943443,-0.0910346641118,-0.0799114952145,0.00252252315887,-2.02448058317e-11
460.756057455,78.628987225,-3.21299904215,-6.13595230526,-3.1899404193,6.55483777762,-3.40740420465,-5.126326501,-2.78494033868,2.30346282007,2.29968690158,1.30217178386,-1.5587128512,-0.612483044109,-0.363801479327,-1.76195633628,-0.852102456927,0.368325019866,-1.11683227335,-0.497699520012,0.0922808350668,0.119569710887,-0.0137400947289,-0.0259795436419,0.580308631129,-0.673926078447,0.334286499137,-0.443319846882,6.66661170712e-12
460.75652327,78.6259277979,-3.21171039335,-6.13460308474,-3.18983061829,6.55347460695,-3.40791757281,-5.12770694863,-2.78409278754,2.3067970692,2.29858770258,1.3027343433,-1.55714805801,-0.613121983062,-0.363291646648,-1.77072474965,-0.169094621796,0.122999694283,-0.841041433367,-0.756580173463,0.291380172997,0.780162070836,-0.0690401956995,-0.328697568115,0.716942654379,0.180188259432,0.361577525547,-0.340940808622,1.15799037026e-11
460.756324272,78.626813278,-3.21191329531,-6.13512883297,-3.19272536566,6.55472012569,-3.40715904921,-5.12895292863,-2.78900280757,2.30492120683,2.29886943712,1.30332489062,-1.55709456861,-0.613097746374,-0.362583859419,-1.78723720517,-0.405073585786,0.22824072753,-0.560407278891,-0.714971612633,0.192015511506,0.0198191670788,-0.487869454072,0.201367778718,1.30069428624,-0.178451108666,0.419292810078,-0.29619046365,0.577350269189
460.756564264,78.6257657761,-3.2145718434,-6.13565413234,-3.1898460169,6.55465936998,-3.40476031653,-5.12671767034,-2.78246741936,2.30500565619,2.29833502908,1.30260183266,-1.55651553704,-0.612608079258,-0.363650056174,-1.64823404893,-0.00525947970265,0.312710105442,-1.33457915209,-0.544598681244,0.307359138305,0.072648966122,-0.457765892535,0.274948925626,0.233397836724,-0.038291221153,0.355637929215,-0.29220025687,0.577350269208
